"","ncomm","sim_type","i","j"
"2474",80,"lockdown, no surge",14,45
"2475",74,"lockdown, surge",14,45
"2476",100,"control",14,46
"2477",81,"lockdown, no surge",14,46
"2478",78,"lockdown, surge",14,46
"2479",100,"control",14,47
"2480",84,"lockdown, no surge",14,47
"2481",79,"lockdown, surge",14,47
"2482",100,"control",14,48
"2483",85,"lockdown, no surge",14,48
"2484",82,"lockdown, surge",14,48
"2485",100,"control",14,49
"2486",87,"lockdown, no surge",14,49
"2487",84,"lockdown, surge",14,49
"2488",100,"control",14,50
"2489",88,"lockdown, no surge",14,50
"2490",87,"lockdown, surge",14,50
"2491",100,"control",14,51
"2492",89,"lockdown, no surge",14,51
"2493",88,"lockdown, surge",14,51
"2494",100,"control",14,52
"2495",89,"lockdown, no surge",14,52
"2496",89,"lockdown, surge",14,52
"2497",100,"control",14,53
"2498",91,"lockdown, no surge",14,53
"2499",89,"lockdown, surge",14,53
"2500",100,"control",14,54
"2501",91,"lockdown, no surge",14,54
"2502",90,"lockdown, surge",14,54
"2503",100,"control",14,55
"2504",91,"lockdown, no surge",14,55
"2505",90,"lockdown, surge",14,55
"2506",100,"control",14,56
"2507",91,"lockdown, no surge",14,56
"2508",91,"lockdown, surge",14,56
"2509",100,"control",14,57
"2510",92,"lockdown, no surge",14,57
"2511",91,"lockdown, surge",14,57
"2512",100,"control",14,58
"2513",93,"lockdown, no surge",14,58
"2514",91,"lockdown, surge",14,58
"2515",100,"control",14,59
"2516",93,"lockdown, no surge",14,59
"2517",91,"lockdown, surge",14,59
"2518",100,"control",14,60
"2519",93,"lockdown, no surge",14,60
"2520",91,"lockdown, surge",14,60
"2521",NA,"control",15,1
"2522",NA,"lockdown, no surge",15,1
"2523",NA,"lockdown, surge",15,1
"2524",NA,"control",15,2
"2525",NA,"lockdown, no surge",15,2
"2526",NA,"lockdown, surge",15,2
"2527",1,"control",15,3
"2528",1,"lockdown, no surge",15,3
"2529",1,"lockdown, surge",15,3
"2530",1,"control",15,4
"2531",1,"lockdown, no surge",15,4
"2532",1,"lockdown, surge",15,4
"2533",1,"control",15,5
"2534",1,"lockdown, no surge",15,5
"2535",1,"lockdown, surge",15,5
"2536",1,"control",15,6
"2537",1,"lockdown, no surge",15,6
"2538",1,"lockdown, surge",15,6
"2539",1,"control",15,7
"2540",1,"lockdown, no surge",15,7
"2541",1,"lockdown, surge",15,7
"2542",1,"control",15,8
"2543",1,"lockdown, no surge",15,8
"2544",1,"lockdown, surge",15,8
"2545",1,"control",15,9
"2546",1,"lockdown, no surge",15,9
"2547",1,"lockdown, surge",15,9
"2548",1,"control",15,10
"2549",1,"lockdown, no surge",15,10
"2550",1,"lockdown, surge",15,10
"2551",1,"control",15,11
"2552",1,"lockdown, no surge",15,11
"2553",1,"lockdown, surge",15,11
"2554",1,"control",15,12
"2555",1,"lockdown, no surge",15,12
"2556",1,"lockdown, surge",15,12
"2557",1,"control",15,13
"2558",1,"lockdown, no surge",15,13
"2559",1,"lockdown, surge",15,13
"2560",1,"control",15,14
"2561",1,"lockdown, no surge",15,14
"2562",1,"lockdown, surge",15,14
"2563",1,"control",15,15
"2564",1,"lockdown, no surge",15,15
"2565",1,"lockdown, surge",15,15
"2566",1,"control",15,16
"2567",1,"lockdown, no surge",15,16
"2568",1,"lockdown, surge",15,16
"2569",1,"control",15,17
"2570",1,"lockdown, no surge",15,17
"2571",1,"lockdown, surge",15,17
"2572",1,"control",15,18
"2573",1,"lockdown, no surge",15,18
"2574",1,"lockdown, surge",15,18
"2575",1,"control",15,19
"2576",1,"lockdown, no surge",15,19
"2577",1,"lockdown, surge",15,19
"2578",2,"control",15,20
"2579",1,"lockdown, no surge",15,20
"2580",2,"lockdown, surge",15,20
"2581",3,"control",15,21
"2582",1,"lockdown, no surge",15,21
"2583",4,"lockdown, surge",15,21
"2584",4,"control",15,22
"2585",1,"lockdown, no surge",15,22
"2586",7,"lockdown, surge",15,22
"2587",8,"control",15,23
"2588",1,"lockdown, no surge",15,23
"2589",9,"lockdown, surge",15,23
"2590",14,"control",15,24
"2591",4,"lockdown, no surge",15,24
"2592",9,"lockdown, surge",15,24
"2593",20,"control",15,25
"2594",5,"lockdown, no surge",15,25
"2595",11,"lockdown, surge",15,25
"2596",26,"control",15,26
"2597",7,"lockdown, no surge",15,26
"2598",14,"lockdown, surge",15,26
"2599",32,"control",15,27
"2600",11,"lockdown, no surge",15,27
"2601",16,"lockdown, surge",15,27
"2602",42,"control",15,28
"2603",13,"lockdown, no surge",15,28
"2604",21,"lockdown, surge",15,28
"2605",47,"control",15,29
"2606",15,"lockdown, no surge",15,29
"2607",23,"lockdown, surge",15,29
"2608",57,"control",15,30
"2609",19,"lockdown, no surge",15,30
"2610",25,"lockdown, surge",15,30
"2611",65,"control",15,31
"2612",28,"lockdown, no surge",15,31
"2613",28,"lockdown, surge",15,31
"2614",73,"control",15,32
"2615",35,"lockdown, no surge",15,32
"2616",33,"lockdown, surge",15,32
"2617",78,"control",15,33
"2618",39,"lockdown, no surge",15,33
"2619",36,"lockdown, surge",15,33
"2620",84,"control",15,34
"2621",45,"lockdown, no surge",15,34
"2622",39,"lockdown, surge",15,34
"2623",89,"control",15,35
"2624",48,"lockdown, no surge",15,35
"2625",42,"lockdown, surge",15,35
"2626",91,"control",15,36
"2627",52,"lockdown, no surge",15,36
"2628",49,"lockdown, surge",15,36
"2629",92,"control",15,37
"2630",55,"lockdown, no surge",15,37
"2631",51,"lockdown, surge",15,37
"2632",96,"control",15,38
"2633",57,"lockdown, no surge",15,38
"2634",55,"lockdown, surge",15,38
"2635",97,"control",15,39
"2636",62,"lockdown, no surge",15,39
"2637",59,"lockdown, surge",15,39
"2638",98,"control",15,40
"2639",65,"lockdown, no surge",15,40
"2640",63,"lockdown, surge",15,40
"2641",98,"control",15,41
"2642",68,"lockdown, no surge",15,41
"2643",67,"lockdown, surge",15,41
"2644",98,"control",15,42
"2645",73,"lockdown, no surge",15,42
"2646",69,"lockdown, surge",15,42
"2647",98,"control",15,43
"2648",75,"lockdown, no surge",15,43
"2649",71,"lockdown, surge",15,43
"2650",98,"control",15,44
"2651",77,"lockdown, no surge",15,44
"2652",72,"lockdown, surge",15,44
"2653",98,"control",15,45
"2654",80,"lockdown, no surge",15,45
"2655",73,"lockdown, surge",15,45
"2656",100,"control",15,46
"2657",80,"lockdown, no surge",15,46
"2658",75,"lockdown, surge",15,46
"2659",100,"control",15,47
"2660",83,"lockdown, no surge",15,47
"2661",78,"lockdown, surge",15,47
"2662",100,"control",15,48
"2663",85,"lockdown, no surge",15,48
"2664",81,"lockdown, surge",15,48
"2665",100,"control",15,49
"2666",85,"lockdown, no surge",15,49
"2667",84,"lockdown, surge",15,49
"2668",100,"control",15,50
"2669",86,"lockdown, no surge",15,50
"2670",86,"lockdown, surge",15,50
"2671",100,"control",15,51
"2672",89,"lockdown, no surge",15,51
"2673",88,"lockdown, surge",15,51
"2674",100,"control",15,52
"2675",89,"lockdown, no surge",15,52
"2676",89,"lockdown, surge",15,52
"2677",100,"control",15,53
"2678",90,"lockdown, no surge",15,53
"2679",89,"lockdown, surge",15,53
"2680",100,"control",15,54
"2681",91,"lockdown, no surge",15,54
"2682",90,"lockdown, surge",15,54
"2683",100,"control",15,55
"2684",91,"lockdown, no surge",15,55
"2685",90,"lockdown, surge",15,55
"2686",100,"control",15,56
"2687",91,"lockdown, no surge",15,56
"2688",91,"lockdown, surge",15,56
"2689",100,"control",15,57
"2690",91,"lockdown, no surge",15,57
"2691",91,"lockdown, surge",15,57
"2692",100,"control",15,58
"2693",91,"lockdown, no surge",15,58
"2694",91,"lockdown, surge",15,58
"2695",100,"control",15,59
"2696",93,"lockdown, no surge",15,59
"2697",91,"lockdown, surge",15,59
"2698",100,"control",15,60
"2699",93,"lockdown, no surge",15,60
"2700",91,"lockdown, surge",15,60
"2701",NA,"control",16,1
"2702",NA,"lockdown, no surge",16,1
"2703",NA,"lockdown, surge",16,1
"2704",NA,"control",16,2
"2705",NA,"lockdown, no surge",16,2
"2706",NA,"lockdown, surge",16,2
"2707",1,"control",16,3
"2708",NA,"lockdown, no surge",16,3
"2709",NA,"lockdown, surge",16,3
"2710",1,"control",16,4
"2711",1,"lockdown, no surge",16,4
"2712",1,"lockdown, surge",16,4
"2713",1,"control",16,5
"2714",1,"lockdown, no surge",16,5
"2715",1,"lockdown, surge",16,5
"2716",1,"control",16,6
"2717",1,"lockdown, no surge",16,6
"2718",1,"lockdown, surge",16,6
"2719",1,"control",16,7
"2720",1,"lockdown, no surge",16,7
"2721",1,"lockdown, surge",16,7
"2722",1,"control",16,8
"2723",1,"lockdown, no surge",16,8
"2724",1,"lockdown, surge",16,8
"2725",1,"control",16,9
"2726",1,"lockdown, no surge",16,9
"2727",1,"lockdown, surge",16,9
"2728",1,"control",16,10
"2729",1,"lockdown, no surge",16,10
"2730",1,"lockdown, surge",16,10
"2731",1,"control",16,11
"2732",1,"lockdown, no surge",16,11
"2733",1,"lockdown, surge",16,11
"2734",1,"control",16,12
"2735",1,"lockdown, no surge",16,12
"2736",1,"lockdown, surge",16,12
"2737",1,"control",16,13
"2738",1,"lockdown, no surge",16,13
"2739",1,"lockdown, surge",16,13
"2740",1,"control",16,14
"2741",1,"lockdown, no surge",16,14
"2742",1,"lockdown, surge",16,14
"2743",1,"control",16,15
"2744",1,"lockdown, no surge",16,15
"2745",1,"lockdown, surge",16,15
"2746",1,"control",16,16
"2747",1,"lockdown, no surge",16,16
"2748",1,"lockdown, surge",16,16
"2749",1,"control",16,17
"2750",1,"lockdown, no surge",16,17
"2751",1,"lockdown, surge",16,17
"2752",1,"control",16,18
"2753",1,"lockdown, no surge",16,18
"2754",1,"lockdown, surge",16,18
"2755",1,"control",16,19
"2756",1,"lockdown, no surge",16,19
"2757",1,"lockdown, surge",16,19
"2758",2,"control",16,20
"2759",1,"lockdown, no surge",16,20
"2760",2,"lockdown, surge",16,20
"2761",3,"control",16,21
"2762",1,"lockdown, no surge",16,21
"2763",2,"lockdown, surge",16,21
"2764",4,"control",16,22
"2765",1,"lockdown, no surge",16,22
"2766",7,"lockdown, surge",16,22
"2767",5,"control",16,23
"2768",1,"lockdown, no surge",16,23
"2769",7,"lockdown, surge",16,23
"2770",12,"control",16,24
"2771",2,"lockdown, no surge",16,24
"2772",9,"lockdown, surge",16,24
"2773",18,"control",16,25
"2774",4,"lockdown, no surge",16,25
"2775",10,"lockdown, surge",16,25
"2776",24,"control",16,26
"2777",7,"lockdown, no surge",16,26
"2778",11,"lockdown, surge",16,26
"2779",31,"control",16,27
"2780",11,"lockdown, no surge",16,27
"2781",14,"lockdown, surge",16,27
"2782",37,"control",16,28
"2783",12,"lockdown, no surge",16,28
"2784",20,"lockdown, surge",16,28
"2785",45,"control",16,29
"2786",14,"lockdown, no surge",16,29
"2787",23,"lockdown, surge",16,29
"2788",53,"control",16,30
"2789",17,"lockdown, no surge",16,30
"2790",25,"lockdown, surge",16,30
"2791",63,"control",16,31
"2792",24,"lockdown, no surge",16,31
"2793",26,"lockdown, surge",16,31
"2794",70,"control",16,32
"2795",34,"lockdown, no surge",16,32
"2796",30,"lockdown, surge",16,32
"2797",76,"control",16,33
"2798",38,"lockdown, no surge",16,33
"2799",35,"lockdown, surge",16,33
"2800",81,"control",16,34
"2801",44,"lockdown, no surge",16,34
"2802",37,"lockdown, surge",16,34
"2803",88,"control",16,35
"2804",46,"lockdown, no surge",16,35
"2805",40,"lockdown, surge",16,35
"2806",90,"control",16,36
"2807",52,"lockdown, no surge",16,36
"2808",45,"lockdown, surge",16,36
"2809",91,"control",16,37
"2810",54,"lockdown, no surge",16,37
"2811",51,"lockdown, surge",16,37
"2812",93,"control",16,38
"2813",55,"lockdown, no surge",16,38
"2814",53,"lockdown, surge",16,38
"2815",97,"control",16,39
"2816",60,"lockdown, no surge",16,39
"2817",58,"lockdown, surge",16,39
"2818",97,"control",16,40
"2819",63,"lockdown, no surge",16,40
"2820",62,"lockdown, surge",16,40
"2821",98,"control",16,41
"2822",66,"lockdown, no surge",16,41
"2823",66,"lockdown, surge",16,41
"2824",98,"control",16,42
"2825",72,"lockdown, no surge",16,42
"2826",68,"lockdown, surge",16,42
"2827",98,"control",16,43
"2828",74,"lockdown, no surge",16,43
"2829",68,"lockdown, surge",16,43
"2830",98,"control",16,44
"2831",77,"lockdown, no surge",16,44
"2832",71,"lockdown, surge",16,44
"2833",98,"control",16,45
"2834",78,"lockdown, no surge",16,45
"2835",72,"lockdown, surge",16,45
"2836",99,"control",16,46
"2837",80,"lockdown, no surge",16,46
"2838",73,"lockdown, surge",16,46
"2839",100,"control",16,47
"2840",81,"lockdown, no surge",16,47
"2841",75,"lockdown, surge",16,47
"2842",100,"control",16,48
"2843",84,"lockdown, no surge",16,48
"2844",80,"lockdown, surge",16,48
"2845",100,"control",16,49
"2846",85,"lockdown, no surge",16,49
"2847",83,"lockdown, surge",16,49
"2848",100,"control",16,50
"2849",86,"lockdown, no surge",16,50
"2850",85,"lockdown, surge",16,50
"2851",100,"control",16,51
"2852",89,"lockdown, no surge",16,51
"2853",87,"lockdown, surge",16,51
"2854",100,"control",16,52
"2855",89,"lockdown, no surge",16,52
"2856",88,"lockdown, surge",16,52
"2857",100,"control",16,53
"2858",89,"lockdown, no surge",16,53
"2859",89,"lockdown, surge",16,53
"2860",100,"control",16,54
"2861",91,"lockdown, no surge",16,54
"2862",90,"lockdown, surge",16,54
"2863",100,"control",16,55
"2864",91,"lockdown, no surge",16,55
"2865",90,"lockdown, surge",16,55
"2866",100,"control",16,56
"2867",91,"lockdown, no surge",16,56
"2868",90,"lockdown, surge",16,56
"2869",100,"control",16,57
"2870",91,"lockdown, no surge",16,57
"2871",91,"lockdown, surge",16,57
"2872",100,"control",16,58
"2873",91,"lockdown, no surge",16,58
"2874",91,"lockdown, surge",16,58
"2875",100,"control",16,59
"2876",91,"lockdown, no surge",16,59
"2877",91,"lockdown, surge",16,59
"2878",100,"control",16,60
"2879",92,"lockdown, no surge",16,60
"2880",91,"lockdown, surge",16,60
"2881",NA,"control",17,1
"2882",NA,"lockdown, no surge",17,1
"2883",NA,"lockdown, surge",17,1
"2884",NA,"control",17,2
"2885",NA,"lockdown, no surge",17,2
"2886",NA,"lockdown, surge",17,2
"2887",1,"control",17,3
"2888",NA,"lockdown, no surge",17,3
"2889",NA,"lockdown, surge",17,3
"2890",1,"control",17,4
"2891",1,"lockdown, no surge",17,4
"2892",1,"lockdown, surge",17,4
"2893",1,"control",17,5
"2894",1,"lockdown, no surge",17,5
"2895",1,"lockdown, surge",17,5
"2896",1,"control",17,6
"2897",1,"lockdown, no surge",17,6
"2898",1,"lockdown, surge",17,6
"2899",1,"control",17,7
"2900",1,"lockdown, no surge",17,7
"2901",1,"lockdown, surge",17,7
"2902",1,"control",17,8
"2903",1,"lockdown, no surge",17,8
"2904",1,"lockdown, surge",17,8
"2905",1,"control",17,9
"2906",1,"lockdown, no surge",17,9
"2907",1,"lockdown, surge",17,9
"2908",1,"control",17,10
"2909",1,"lockdown, no surge",17,10
"2910",1,"lockdown, surge",17,10
"2911",1,"control",17,11
"2912",1,"lockdown, no surge",17,11
"2913",1,"lockdown, surge",17,11
"2914",1,"control",17,12
"2915",1,"lockdown, no surge",17,12
"2916",1,"lockdown, surge",17,12
"2917",1,"control",17,13
"2918",1,"lockdown, no surge",17,13
"2919",1,"lockdown, surge",17,13
"2920",1,"control",17,14
"2921",1,"lockdown, no surge",17,14
"2922",1,"lockdown, surge",17,14
"2923",1,"control",17,15
"2924",1,"lockdown, no surge",17,15
"2925",1,"lockdown, surge",17,15
"2926",1,"control",17,16
"2927",1,"lockdown, no surge",17,16
"2928",1,"lockdown, surge",17,16
"2929",1,"control",17,17
"2930",1,"lockdown, no surge",17,17
"2931",1,"lockdown, surge",17,17
"2932",1,"control",17,18
"2933",1,"lockdown, no surge",17,18
"2934",1,"lockdown, surge",17,18
"2935",1,"control",17,19
"2936",1,"lockdown, no surge",17,19
"2937",1,"lockdown, surge",17,19
"2938",1,"control",17,20
"2939",1,"lockdown, no surge",17,20
"2940",1,"lockdown, surge",17,20
"2941",2,"control",17,21
"2942",1,"lockdown, no surge",17,21
"2943",2,"lockdown, surge",17,21
"2944",3,"control",17,22
"2945",1,"lockdown, no surge",17,22
"2946",4,"lockdown, surge",17,22
"2947",5,"control",17,23
"2948",1,"lockdown, no surge",17,23
"2949",7,"lockdown, surge",17,23
"2950",10,"control",17,24
"2951",2,"lockdown, no surge",17,24
"2952",9,"lockdown, surge",17,24
"2953",14,"control",17,25
"2954",4,"lockdown, no surge",17,25
"2955",9,"lockdown, surge",17,25
"2956",24,"control",17,26
"2957",6,"lockdown, no surge",17,26
"2958",10,"lockdown, surge",17,26
"2959",29,"control",17,27
"2960",7,"lockdown, no surge",17,27
"2961",13,"lockdown, surge",17,27
"2962",35,"control",17,28
"2963",12,"lockdown, no surge",17,28
"2964",17,"lockdown, surge",17,28
"2965",44,"control",17,29
"2966",12,"lockdown, no surge",17,29
"2967",21,"lockdown, surge",17,29
"2968",51,"control",17,30
"2969",17,"lockdown, no surge",17,30
"2970",24,"lockdown, surge",17,30
"2971",60,"control",17,31
"2972",22,"lockdown, no surge",17,31
"2973",26,"lockdown, surge",17,31
"2974",68,"control",17,32
"2975",29,"lockdown, no surge",17,32
"2976",27,"lockdown, surge",17,32
"2977",73,"control",17,33
"2978",35,"lockdown, no surge",17,33
"2979",32,"lockdown, surge",17,33
"2980",80,"control",17,34
"2981",42,"lockdown, no surge",17,34
"2982",34,"lockdown, surge",17,34
"2983",85,"control",17,35
"2984",45,"lockdown, no surge",17,35
"2985",38,"lockdown, surge",17,35
"2986",88,"control",17,36
"2987",48,"lockdown, no surge",17,36
"2988",42,"lockdown, surge",17,36
"2989",91,"control",17,37
"2990",52,"lockdown, no surge",17,37
"2991",50,"lockdown, surge",17,37
"2992",93,"control",17,38
"2993",55,"lockdown, no surge",17,38
"2994",52,"lockdown, surge",17,38
"2995",95,"control",17,39
"2996",57,"lockdown, no surge",17,39
"2997",53,"lockdown, surge",17,39
"2998",97,"control",17,40
"2999",60,"lockdown, no surge",17,40
"3000",59,"lockdown, surge",17,40
"3001",98,"control",17,41
"3002",64,"lockdown, no surge",17,41
"3003",64,"lockdown, surge",17,41
"3004",98,"control",17,42
"3005",69,"lockdown, no surge",17,42
"3006",67,"lockdown, surge",17,42
"3007",98,"control",17,43
"3008",73,"lockdown, no surge",17,43
"3009",68,"lockdown, surge",17,43
"3010",98,"control",17,44
"3011",74,"lockdown, no surge",17,44
"3012",71,"lockdown, surge",17,44
"3013",98,"control",17,45
"3014",77,"lockdown, no surge",17,45
"3015",71,"lockdown, surge",17,45
"3016",99,"control",17,46
"3017",79,"lockdown, no surge",17,46
"3018",73,"lockdown, surge",17,46
"3019",100,"control",17,47
"3020",80,"lockdown, no surge",17,47
"3021",73,"lockdown, surge",17,47
"3022",100,"control",17,48
"3023",84,"lockdown, no surge",17,48
"3024",79,"lockdown, surge",17,48
"3025",100,"control",17,49
"3026",85,"lockdown, no surge",17,49
"3027",82,"lockdown, surge",17,49
"3028",100,"control",17,50
"3029",86,"lockdown, no surge",17,50
"3030",85,"lockdown, surge",17,50
"3031",100,"control",17,51
"3032",87,"lockdown, no surge",17,51
"3033",86,"lockdown, surge",17,51
"3034",100,"control",17,52
"3035",89,"lockdown, no surge",17,52
"3036",88,"lockdown, surge",17,52
"3037",100,"control",17,53
"3038",89,"lockdown, no surge",17,53
"3039",88,"lockdown, surge",17,53
"3040",100,"control",17,54
"3041",90,"lockdown, no surge",17,54
"3042",90,"lockdown, surge",17,54
"3043",100,"control",17,55
"3044",91,"lockdown, no surge",17,55
"3045",90,"lockdown, surge",17,55
"3046",100,"control",17,56
"3047",91,"lockdown, no surge",17,56
"3048",90,"lockdown, surge",17,56
"3049",100,"control",17,57
"3050",91,"lockdown, no surge",17,57
"3051",91,"lockdown, surge",17,57
"3052",100,"control",17,58
"3053",91,"lockdown, no surge",17,58
"3054",91,"lockdown, surge",17,58
"3055",100,"control",17,59
"3056",91,"lockdown, no surge",17,59
"3057",91,"lockdown, surge",17,59
"3058",100,"control",17,60
"3059",92,"lockdown, no surge",17,60
"3060",91,"lockdown, surge",17,60
"3061",NA,"control",18,1
"3062",NA,"lockdown, no surge",18,1
"3063",NA,"lockdown, surge",18,1
"3064",NA,"control",18,2
"3065",NA,"lockdown, no surge",18,2
"3066",NA,"lockdown, surge",18,2
"3067",NA,"control",18,3
"3068",NA,"lockdown, no surge",18,3
"3069",NA,"lockdown, surge",18,3
"3070",1,"control",18,4
"3071",1,"lockdown, no surge",18,4
"3072",1,"lockdown, surge",18,4
"3073",1,"control",18,5
"3074",1,"lockdown, no surge",18,5
"3075",1,"lockdown, surge",18,5
"3076",1,"control",18,6
"3077",1,"lockdown, no surge",18,6
"3078",1,"lockdown, surge",18,6
"3079",1,"control",18,7
"3080",1,"lockdown, no surge",18,7
"3081",1,"lockdown, surge",18,7
"3082",1,"control",18,8
"3083",1,"lockdown, no surge",18,8
"3084",1,"lockdown, surge",18,8
"3085",1,"control",18,9
"3086",1,"lockdown, no surge",18,9
"3087",1,"lockdown, surge",18,9
"3088",1,"control",18,10
"3089",1,"lockdown, no surge",18,10
"3090",1,"lockdown, surge",18,10
"3091",1,"control",18,11
"3092",1,"lockdown, no surge",18,11
"3093",1,"lockdown, surge",18,11
"3094",1,"control",18,12
"3095",1,"lockdown, no surge",18,12
"3096",1,"lockdown, surge",18,12
"3097",1,"control",18,13
"3098",1,"lockdown, no surge",18,13
"3099",1,"lockdown, surge",18,13
"3100",1,"control",18,14
"3101",1,"lockdown, no surge",18,14
"3102",1,"lockdown, surge",18,14
"3103",1,"control",18,15
"3104",1,"lockdown, no surge",18,15
"3105",1,"lockdown, surge",18,15
"3106",1,"control",18,16
"3107",1,"lockdown, no surge",18,16
"3108",1,"lockdown, surge",18,16
"3109",1,"control",18,17
"3110",1,"lockdown, no surge",18,17
"3111",1,"lockdown, surge",18,17
"3112",1,"control",18,18
"3113",1,"lockdown, no surge",18,18
"3114",1,"lockdown, surge",18,18
"3115",1,"control",18,19
"3116",1,"lockdown, no surge",18,19
"3117",1,"lockdown, surge",18,19
"3118",1,"control",18,20
"3119",1,"lockdown, no surge",18,20
"3120",1,"lockdown, surge",18,20
"3121",2,"control",18,21
"3122",1,"lockdown, no surge",18,21
"3123",1,"lockdown, surge",18,21
"3124",3,"control",18,22
"3125",1,"lockdown, no surge",18,22
"3126",3,"lockdown, surge",18,22
"3127",4,"control",18,23
"3128",1,"lockdown, no surge",18,23
"3129",6,"lockdown, surge",18,23
"3130",8,"control",18,24
"3131",2,"lockdown, no surge",18,24
"3132",6,"lockdown, surge",18,24
"3133",12,"control",18,25
"3134",3,"lockdown, no surge",18,25
"3135",9,"lockdown, surge",18,25
"3136",19,"control",18,26
"3137",6,"lockdown, no surge",18,26
"3138",10,"lockdown, surge",18,26
"3139",27,"control",18,27
"3140",6,"lockdown, no surge",18,27
"3141",12,"lockdown, surge",18,27
"3142",31,"control",18,28
"3143",11,"lockdown, no surge",18,28
"3144",16,"lockdown, surge",18,28
"3145",42,"control",18,29
"3146",12,"lockdown, no surge",18,29
"3147",20,"lockdown, surge",18,29
"3148",48,"control",18,30
"3149",16,"lockdown, no surge",18,30
"3150",23,"lockdown, surge",18,30
"3151",55,"control",18,31
"3152",20,"lockdown, no surge",18,31
"3153",25,"lockdown, surge",18,31
"3154",66,"control",18,32
"3155",26,"lockdown, no surge",18,32
"3156",26,"lockdown, surge",18,32
"3157",72,"control",18,33
"3158",34,"lockdown, no surge",18,33
"3159",29,"lockdown, surge",18,33
"3160",78,"control",18,34
"3161",40,"lockdown, no surge",18,34
"3162",33,"lockdown, surge",18,34
"3163",80,"control",18,35
"3164",43,"lockdown, no surge",18,35
"3165",38,"lockdown, surge",18,35
"3166",88,"control",18,36
"3167",47,"lockdown, no surge",18,36
"3168",41,"lockdown, surge",18,36
"3169",90,"control",18,37
"3170",51,"lockdown, no surge",18,37
"3171",49,"lockdown, surge",18,37
"3172",92,"control",18,38
"3173",53,"lockdown, no surge",18,38
"3174",52,"lockdown, surge",18,38
"3175",93,"control",18,39
"3176",57,"lockdown, no surge",18,39
"3177",53,"lockdown, surge",18,39
"3178",97,"control",18,40
"3179",59,"lockdown, no surge",18,40
"3180",58,"lockdown, surge",18,40
"3181",98,"control",18,41
"3182",62,"lockdown, no surge",18,41
"3183",63,"lockdown, surge",18,41
"3184",98,"control",18,42
"3185",68,"lockdown, no surge",18,42
"3186",66,"lockdown, surge",18,42
"3187",98,"control",18,43
"3188",72,"lockdown, no surge",18,43
"3189",67,"lockdown, surge",18,43
"3190",98,"control",18,44
"3191",74,"lockdown, no surge",18,44
"3192",69,"lockdown, surge",18,44
"3193",98,"control",18,45
"3194",76,"lockdown, no surge",18,45
"3195",71,"lockdown, surge",18,45
"3196",98,"control",18,46
"3197",78,"lockdown, no surge",18,46
"3198",73,"lockdown, surge",18,46
"3199",99,"control",18,47
"3200",80,"lockdown, no surge",18,47
"3201",73,"lockdown, surge",18,47
"3202",100,"control",18,48
"3203",82,"lockdown, no surge",18,48
"3204",75,"lockdown, surge",18,48
"3205",100,"control",18,49
"3206",84,"lockdown, no surge",18,49
"3207",80,"lockdown, surge",18,49
"3208",100,"control",18,50
"3209",85,"lockdown, no surge",18,50
"3210",84,"lockdown, surge",18,50
"3211",100,"control",18,51
"3212",86,"lockdown, no surge",18,51
"3213",85,"lockdown, surge",18,51
"3214",100,"control",18,52
"3215",87,"lockdown, no surge",18,52
"3216",88,"lockdown, surge",18,52
"3217",100,"control",18,53
"3218",87,"lockdown, no surge",18,53
"3219",88,"lockdown, surge",18,53
"3220",100,"control",18,54
"3221",89,"lockdown, no surge",18,54
"3222",89,"lockdown, surge",18,54
"3223",100,"control",18,55
"3224",91,"lockdown, no surge",18,55
"3225",90,"lockdown, surge",18,55
"3226",100,"control",18,56
"3227",91,"lockdown, no surge",18,56
"3228",90,"lockdown, surge",18,56
"3229",100,"control",18,57
"3230",91,"lockdown, no surge",18,57
"3231",91,"lockdown, surge",18,57
"3232",100,"control",18,58
"3233",91,"lockdown, no surge",18,58
"3234",91,"lockdown, surge",18,58
"3235",100,"control",18,59
"3236",91,"lockdown, no surge",18,59
"3237",91,"lockdown, surge",18,59
"3238",100,"control",18,60
"3239",91,"lockdown, no surge",18,60
"3240",91,"lockdown, surge",18,60
"3241",NA,"control",19,1
"3242",NA,"lockdown, no surge",19,1
"3243",NA,"lockdown, surge",19,1
"3244",NA,"control",19,2
"3245",NA,"lockdown, no surge",19,2
"3246",NA,"lockdown, surge",19,2
"3247",NA,"control",19,3
"3248",NA,"lockdown, no surge",19,3
"3249",NA,"lockdown, surge",19,3
"3250",1,"control",19,4
"3251",1,"lockdown, no surge",19,4
"3252",1,"lockdown, surge",19,4
"3253",1,"control",19,5
"3254",1,"lockdown, no surge",19,5
"3255",1,"lockdown, surge",19,5
"3256",1,"control",19,6
"3257",1,"lockdown, no surge",19,6
"3258",1,"lockdown, surge",19,6
"3259",1,"control",19,7
"3260",1,"lockdown, no surge",19,7
"3261",1,"lockdown, surge",19,7
"3262",1,"control",19,8
"3263",1,"lockdown, no surge",19,8
"3264",1,"lockdown, surge",19,8
"3265",1,"control",19,9
"3266",1,"lockdown, no surge",19,9
"3267",1,"lockdown, surge",19,9
"3268",1,"control",19,10
"3269",1,"lockdown, no surge",19,10
"3270",1,"lockdown, surge",19,10
"3271",1,"control",19,11
"3272",1,"lockdown, no surge",19,11
"3273",1,"lockdown, surge",19,11
"3274",1,"control",19,12
"3275",1,"lockdown, no surge",19,12
"3276",1,"lockdown, surge",19,12
"3277",1,"control",19,13
